"age_Ma","d13CO2_2p5","d13CO2_25","d13CO2_50","d13CO2_75","d13CO2_97p5"
20.449863,-6.28722277788597,-5.89527792630449,-5.69411022714785,-5.48949383473304,-5.10018763338488
20.549863,-6.26868489518961,-5.87525141862393,-5.67311427862204,-5.46958380417176,-5.08036682838361
20.649863,-6.26120485136232,-5.87297444568218,-5.66767496182397,-5.46453514224101,-5.07673552217476
20.749863,-6.26954328639328,-5.88094710831167,-5.67561071074558,-5.47299320827117,-5.08510215523279
20.849863,-6.28132102407859,-5.89143779595904,-5.68748517874213,-5.48305133609713,-5.09330286058788
20.949863,-6.26458403203488,-5.87343298246208,-5.66981873546387,-5.46586105008562,-5.07833443988821
21.049863,-6.25655142114576,-5.86233862704595,-5.65933182887561,-5.45442258446284,-5.06465005314348
21.149863,-6.26934401712054,-5.87843836730989,-5.67203141820032,-5.4687851946988,-5.07501219502466
21.249863,-6.28238808055903,-5.89285497687914,-5.68607572850336,-5.48236514823009,-5.09622085182877
21.349863,-6.29652898635574,-5.90735751878835,-5.70313814658395,-5.4982618741692,-5.10738988573683
21.449863,-6.31051470387593,-5.92420711098415,-5.71961055350747,-5.51591189385164,-5.12473032271314
21.549863,-6.30602111474407,-5.91758102723685,-5.71331985756185,-5.50835460997581,-5.11841465018493
21.649863,-6.25190340991371,-5.86546553911327,-5.66148704451353,-5.4575432557808,-5.0690417118627
21.749863,-6.19715607021331,-5.80846443344884,-5.60495588712016,-5.40160679877779,-5.00985320424972
21.849863,-6.14453425730737,-5.75412308342792,-5.55005008031777,-5.34779587842434,-4.95488358151003
21.949863,-6.11422925232212,-5.72284479395358,-5.51913972429186,-5.31694553984932,-4.92578532281311
22.049863,-6.0681827190709,-5.67713724467876,-5.47355746492069,-5.27186121578488,-4.87858127850086
22.149863,-6.02405695885801,-5.63654398574914,-5.43346696332376,-5.22903993467599,-4.83971630674702
22.249863,-5.99925324107233,-5.6098250014503,-5.40657510932203,-5.20209197755653,-4.81416144585615
22.349863,-5.99691562323475,-5.60571014830645,-5.4018735734373,-5.19924206342084,-4.81049040022259
22.449863,-5.96053426116011,-5.56991097974534,-5.36640076677186,-5.16365288266181,-4.77468306380527
22.549863,-5.94174548883888,-5.5523333268976,-5.34964754996371,-5.14680871330156,-4.75612753667398
22.649863,-5.9378386723312,-5.54677543708912,-5.34441066309162,-5.14158774875652,-4.74990880155431
22.749863,-5.93599874498552,-5.54467115908496,-5.34181873696309,-5.13774320934221,-4.74624175121654
22.849863,-5.93188093573055,-5.54338807846805,-5.34069249157227,-5.13585930403799,-4.74159232621903
22.949863,-5.92801548279865,-5.54236327784898,-5.33909960993135,-5.13576194834241,-4.74012081298459
23.049863,-5.93994788556019,-5.55172535267874,-5.3482876057932,-5.14637758700642,-4.75404030873569
23.149863,-5.96800143695511,-5.57767584617317,-5.37550983797243,-5.17205643141996,-4.78046284475911
23.249863,-6.00524120688147,-5.61186570708578,-5.40929130241268,-5.20771215375391,-4.81595929188036
23.349863,-6.02236945017725,-5.63121899494234,-5.43004710720157,-5.22711356275122,-4.83757533591035
23.449863,-6.03007804319194,-5.64112537179744,-5.43859539781471,-5.23395114025999,-4.84415676551286
23.549863,-6.05903626371287,-5.668781893652,-5.46675542416731,-5.26089372204663,-4.8716361837333
23.649863,-6.09322814081279,-5.70450151862366,-5.50067776888835,-5.29664572076165,-4.90332193632225
23.749863,-6.12826977781777,-5.73678006260127,-5.53392641875589,-5.33244503845718,-4.93900040174773
23.849863,-6.14304135287084,-5.75015734136529,-5.54742352899024,-5.34678469264961,-4.95164344683695
23.949863,-6.15982090225128,-5.76918377456955,-5.56574638163056,-5.36478511405373,-4.97145496529104
24.049863,-6.18024724107871,-5.79497378313584,-5.59179229704687,-5.39110940054935,-4.99787835414814
24.149863,-6.18744424574056,-5.80211099489197,-5.60075083287301,-5.39641566361656,-5.00515194949401
24.249863,-6.1993461403731,-5.81079294005138,-5.60855208927922,-5.40640827417555,-5.00947812261793
24.349863,-6.20381453600096,-5.81174190678208,-5.61043744432014,-5.40748369288111,-5.01262312030344
24.449863,-6.2163400512438,-5.82676381949186,-5.62341611499416,-5.42149552824144,-5.02793414345522
24.549863,-6.2353704189562,-5.8411880187419,-5.63935060883274,-5.4343545381614,-5.04602629676872
24.649863,-6.23869251951316,-5.84932122858248,-5.6490150746991,-5.4444345628314,-5.0543843576378
24.749863,-6.25501923318295,-5.86663979081798,-5.66651655489173,-5.46182297163325,-5.07018542360686
24.849863,-6.27604640141304,-5.88897625831721,-5.68823148179607,-5.48340639440732,-5.09376911577086
24.949863,-6.29503764277127,-5.90687807545778,-5.7062712934522,-5.5010944341576,-5.11058692884507
25.049863,-6.305282809236,-5.92172084759345,-5.719744201941,-5.51634245278289,-5.12301049923286
25.149863,-6.30699251094561,-5.91607662918825,-5.71283616054062,-5.50922925478969,-5.11966526084333
25.249863,-6.3004836892451,-5.91046917296265,-5.70717290060352,-5.50315681408806,-5.1123584715295
25.349863,-6.28785368564099,-5.90048847752264,-5.69731631126881,-5.49378797816934,-5.10262588695877
25.449863,-6.26371044586769,-5.87771822434562,-5.6742768709784,-5.471445517821,-5.07976691726188
25.549863,-6.23068441863299,-5.84524325858667,-5.64344516871277,-5.44062934609571,-5.04800045422103
25.649863,-6.21981257650213,-5.83174936672502,-5.63011797787932,-5.42737246046909,-5.03585272182138
25.749863,-6.21107867536344,-5.81949995632322,-5.61814701533225,-5.41498099995759,-5.02036147722376
25.849863,-6.20335597440864,-5.81186075651701,-5.60858960424197,-5.40564649802721,-5.01368390831437
25.949863,-6.20603371912493,-5.8176045313274,-5.61393205183615,-5.40922458269827,-5.0161200236924
26.049863,-6.20968209666683,-5.81974389183836,-5.61660728602842,-5.41309470089419,-5.02316782013596
26.149863,-6.21225825194723,-5.82306214890685,-5.62090334076743,-5.41676196875218,-5.0262923340859
26.249863,-6.20938436942241,-5.82136570563743,-5.61907733280698,-5.41425580829472,-5.01803411400079
26.349863,-6.20897094640708,-5.81875037068501,-5.61679610636219,-5.41387908754726,-5.02388000184496
26.449863,-6.2164740068785,-5.82954481655063,-5.62658937613399,-5.42262292733699,-5.0336106980247
26.549863,-6.22567929722484,-5.83371868214777,-5.63245128892843,-5.4272847099434,-5.03794608697137
26.649863,-6.23012119773895,-5.83696620221236,-5.6338572293589,-5.4302962525368,-5.04158801543912
26.749863,-6.23330728246157,-5.84073263446237,-5.63773930460871,-5.43331602336723,-5.04413796071124
