age,d13C,source,assigned location,assigned lat,assigned lon,category,
246.191393,3.81,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.192797,4.39,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.205328,4.24,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.206125,4.06,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.223,4.05,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.225403,4.65,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.247131,4,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.268,4.34,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.281967,3.4,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.286991,4.03,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.288934,3.89,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.329875,4.38,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.344958,3.92,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.348156,3.64,Galfetti et al. 2007,Waili Fall Transition beds,24.58,106.88,bulk,
246.376025,3.38,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.3805,4.02,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.39175,3.85,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.392055,3.69,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
246.408625,3.46,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.424795,3.92,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.4255,2.29,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.452664,3.55,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.4705,3.35,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.52675,3.52,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.543238,3.68,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.54925,3.39,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.550205,3.11,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.569576,2.51,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.588525,3.55,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.6055,2.9,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.626844,2.97,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.642034,2.26,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
246.6505,3.09,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.679098,3.43,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.685508,1.92,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
246.6955,3.51,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.7,2.99,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.7,1.82,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.710505,3.29,Galfetti et al. 2007,Waili Fall Transition beds,24.58,106.88,bulk,
246.716414,2.75,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.716684,3.07,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.726263,3.29,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.727273,1.56,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.730859,2.74,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.743333,2.2,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.743886,2.91,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.749899,2.98,Payne et al. 2004,Waili Fall Transition beds,24.58,106.88,bulk,
246.754767,2.38,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.756465,2.02,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.76303,2.39,Galfetti et al. 2007,Waili Fall Transition beds,24.58,106.88,bulk,
246.766313,1.96,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.769275,1.98,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.780155,2.11,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.789223,1.97,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.796477,2.32,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.812798,2.35,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.823679,2.08,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.84,1.89,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.84544,1.8,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.851515,1.64,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
246.865389,1.44,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.872643,1.8,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.873333,1.68,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
246.874647,1.47,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.881869,1.46,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.885808,1.66,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
246.889747,1.44,Payne et al. 2004,Wan Tuo Monggan,24.59,106.86,bulk,
246.896218,1.64,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.896218,1.63,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.897626,0.68,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.898283,1.39,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
246.908788,1.27,Galfetti et al. 2007,Wan Tuo Monggan,24.59,106.86,bulk,
246.91601,1.04,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
246.916166,1.2,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.930674,2.21,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.938333,0.33,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
246.950622,1.01,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.950622,1.06,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.954545,1.51,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
246.954747,0.13,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
246.969849,0.12,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
246.972383,1.39,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
246.981667,1.2,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
246.985078,0.65,Payne et al. 2004,Guandao,25.61,106.64,bulk,
246.990909,1.79,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
246.995052,0.41,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.006616,0.67,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.009091,1.65,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
247.015907,0.21,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.025,0.53,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.041295,0.08,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.045455,1.51,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
247.048636,0.2,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.055803,0,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.062424,0.31,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.066684,-0.04,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.069697,1.39,Payne et al. 2004,Upper Guandao,25.61,106.64,bulk,
247.075758,1.43,Galfetti et al. 2007,Upper Guandao,25.61,106.64,bulk,
247.076212,-0.17,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.084819,0.58,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.102953,-0.47,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.103131,0.1,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.108394,-0.23,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.126768,-0.7,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.128342,-0.86,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.137409,-0.49,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.141036,-0.87,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.141869,-0.6,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.150104,-0.84,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.153687,-0.77,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.157357,-0.29,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.158939,-0.73,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.170052,-0.83,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.176667,-0.85,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.177306,-0.74,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.191768,-0.84,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.204508,-0.92,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.206869,-0.82,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.219016,-1.02,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.22,-0.88,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.228083,-0.86,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.235337,-0.78,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.235337,-0.97,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.241194,-0.6,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.253471,0.09,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.253471,0.09,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.261466,-0.63,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.262539,-0.7,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.271606,-0.96,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.27886,-0.49,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.280817,-0.69,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.287927,-0.83,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.291554,-0.88,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.303853,-0.65,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.31513,-0.48,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.32057,-0.71,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.324197,-0.58,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.334262,-0.63,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.355026,-0.61,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.368356,-0.58,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.374974,-0.44,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.374974,-0.46,Payne et al. 2004,Guandao,25.61,106.64,bulk,
247.38955,-0.49,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.391295,0.42,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.412586,-0.43,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.436544,-0.38,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.466953,-0.52,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.483539,-0.61,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.508419,-0.36,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.525005,-0.32,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.546199,-0.08,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.569236,-0.43,Payne et al. 2004,Waili Panorama,24.59,106.88,bulk,
247.58171,2.26,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.586744,1.4,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.589508,-0.04,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.606094,0.23,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.607016,1.02,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.625445,0.88,Galfetti et al. 2007,Waili Panorama,24.59,106.88,bulk,
247.625445,2.16,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.648482,0.4,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.650325,1.32,Lyu et al. 2019,Waili Panorama,24.59,106.88,bulk,
247.663594,3.1,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.665989,0.37,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.671518,1.42,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.678438,3.6,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.684419,1.51,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.690869,1.74,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.693281,2.67,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.705613,1.75,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.708125,3.03,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.722199,2.02,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.722969,3.7,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.736021,2.15,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.737812,3.03,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
247.752656,3.43,Payne et al. 2004,Jiarong,25.92,106.58,bulk,
247.761244,2.04,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.765508,2.29,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.7675,3.39,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.773801,1.9,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.782344,4.37,Payne et al. 2004,Jiarong,25.92,106.58,bulk,
247.786632,2.09,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
247.795916,2.18,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.797188,3.8,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.818031,2.21,Payne et al. 2004,Laren Road cut,24.61,106.88,bulk,
247.822902,2.21,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
247.832812,3.3,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
247.847656,3.83,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.849361,2.17,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.853891,4.39,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
247.8625,2.69,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.864105,2.04,Payne et al. 2004,Laren Road cut,24.61,106.88,bulk,
247.870052,2.13,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
247.871703,4.56,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
247.872398,2.24,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.883281,2.99,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.887141,2.11,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.889516,4.84,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
247.896356,2.07,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.898125,3.96,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
247.907328,5.06,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
247.91,3.88,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.914785,2.19,Galfetti et al. 2007,Waili Fall,24.58,106.88,bulk,
247.914785,2.19,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.925141,5.01,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
247.927812,3.32,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.929529,2.39,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.93375,4.69,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.938743,2.13,Payne et al. 2004,Laren Road cut,24.61,106.88,bulk,
247.942591,2.21,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
247.942953,5.11,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
247.947958,2.25,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.94888,2.13,Galfetti et al. 2007,Waili Fall,24.58,106.88,bulk,
247.958094,2.36,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.960766,5.49,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
247.962702,2.46,Galfetti et al. 2007,Waili Fall,24.58,106.88,bulk,
247.967309,2.7,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.971916,2.36,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
247.978578,4.12,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
247.980209,2.72,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.984219,3.42,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.98666,2.43,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
247.988503,2.38,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
247.993125,5.28,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
247.994031,2.24,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
247.996391,5.91,Payne et al. 2004,West Pingdingshan,31.75,117.98,bulk,
247.998808,1.82,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
247.999063,3.99,Payne et al. 2004,Jiarong,25.92,106.58,bulk,
248.002435,1.21,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
248.003246,2.43,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.007969,3.46,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.013906,5.18,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.014203,7.18,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
248.015225,2.34,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.016875,3.71,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.021328,5.23,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.021675,3.12,Galfetti et al. 2007,Laren Road cut,24.61,106.88,bulk,
248.023518,3.41,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.030234,4.95,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.032016,5.46,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.036172,4.86,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.039183,2.55,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.042109,4.89,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.043791,2.14,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.048047,4.91,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.049828,5.22,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.051016,4.37,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.053005,0.84,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.053984,4.44,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.054848,1.08,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.059922,5.12,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.061703,5.57,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
248.066827,1.03,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.068828,4.43,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.069592,0.59,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.073578,3,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.074766,3.97,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.077734,3.91,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.081,3.38,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.083672,4.54,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.084563,3.06,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
248.085257,-0.12,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.08575,2.59,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.086641,3.19,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.086641,3.34,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.088719,3,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.089609,3.76,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.091094,1.57,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.091984,2.62,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.092578,3.72,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.094063,3.66,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.094953,2.06,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.09525,2.16,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.098813,2.83,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
248.099078,-0.28,Galfetti et al. 2007,Waili Fall,24.58,106.88,bulk,
248.1,-0.58,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.1,3.25,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.1,3.17,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.107074,2.6,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.108842,1.92,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.109904,1.84,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.111672,2.05,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.114502,1.95,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.115563,2.8,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.116624,2.51,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.118039,1.61,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.119807,2.19,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.121222,2.65,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.128649,2.1,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.130418,2.52,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.131479,2.57,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.131833,1.81,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.133601,2.65,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.134662,2.57,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.135724,2.23,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.140321,2.43,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.141029,2.37,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.141736,2.2,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.142444,1.21,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.151563,-1.76,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.153055,0.57,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.153055,1.44,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.160129,1.03,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.168971,0.78,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.170739,1.76,Payne et al. 2004,West Pingdingshan,31.75,117.98,bulk,
248.171753,-0.32,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
248.172656,-1.26,Galfetti et al. 2007,Waili Fall,24.58,106.88,bulk,
248.184375,-1.65,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.184888,-1.28,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.186656,0.42,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.19373,-0.17,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.197267,0.24,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.200804,0.17,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.204341,0.01,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.206109,-0.8,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.211415,0.28,Galfetti et al. 2007,West Pingdingshan,31.75,117.98,bulk,
248.214844,-1.31,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.214952,0.44,Payne et al. 2004,Jiarong,25.92,106.58,bulk,
248.218144,-1.23,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
248.218489,-0.11,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.222026,-0.29,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.225563,-0.21,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.232637,0.36,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.232637,-0.79,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.238281,-1.62,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.239711,-1.14,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.243248,0.18,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.253859,0.07,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.253859,-0.96,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.264469,0,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.268006,-1.49,Payne et al. 2004,West Pingdingshan,31.75,117.98,bulk,
248.273814,-0.81,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
248.27508,-0.16,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.275781,-0.51,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.282154,-1.25,Payne et al. 2004,West Pingdingshan,31.75,117.98,bulk,
248.283093,-0.67,Lyu et al. 2019,Guandao,25.61,106.64,bulk,
248.285691,-0.15,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
248.296302,-1.65,Galfetti et al. 2007,Jiarong,25.92,106.58,bulk,
248.301562,-0.97,Lyu et al. 2019,Waili Fall,24.58,106.88,bulk,
248.303376,-1.46,Lyu et al. 2019,West Pingdingshan,31.75,117.98,bulk,
248.306913,-1.11,Payne et al. 2004,Jiarong,25.92,106.58,bulk,
248.307835,-1.33,Galfetti et al. 2007,Guandao,25.61,106.64,bulk,
248.310937,-1.67,Lyu et al. 2019,Laren Road cut,24.61,106.88,bulk,
248.324598,-0.44,Lyu et al. 2019,Jiarong,25.92,106.58,bulk,
